WKT;no
POLYGON ((127 22.6666666666667,127 23.3333333333333,128 23.3333333333333,128 22.6666666666667,127 22.6666666666667));3427
POLYGON ((128 22.6666666666667,128 23.3333333333333,129 23.3333333333333,129 22.6666666666667,128 22.6666666666667));3428
POLYGON ((129 22.6666666666667,129 23.3333333333333,130 23.3333333333333,130 22.6666666666667,129 22.6666666666667));3429
POLYGON ((130 22.6666666666667,130 23.3333333333333,131 23.3333333333333,131 22.6666666666667,130 22.6666666666667));3430
POLYGON ((131 22.6666666666667,131 23.3333333333333,132 23.3333333333333,132 22.6666666666667,131 22.6666666666667));3431
POLYGON ((132 22.6666666666667,132 23.3333333333333,133 23.3333333333333,133 22.6666666666667,132 22.6666666666667));3432
POLYGON ((133 22.6666666666667,133 23.3333333333333,134 23.3333333333333,134 22.6666666666667,133 22.6666666666667));3433
POLYGON ((134 22.6666666666667,134 23.3333333333333,135 23.3333333333333,135 22.6666666666667,134 22.6666666666667));3434
POLYGON ((135 22.6666666666667,135 23.3333333333333,136 23.3333333333333,136 22.6666666666667,135 22.6666666666667));3435
POLYGON ((136 22.6666666666667,136 23.3333333333333,137 23.3333333333333,137 22.6666666666667,136 22.6666666666667));3436
POLYGON ((137 22.6666666666667,137 23.3333333333333,138 23.3333333333333,138 22.6666666666667,137 22.6666666666667));3437
POLYGON ((138 22.6666666666667,138 23.3333333333333,139 23.3333333333333,139 22.6666666666667,138 22.6666666666667));3438
POLYGON ((139 22.6666666666667,139 23.3333333333333,140 23.3333333333333,140 22.6666666666667,139 22.6666666666667));3439
POLYGON ((140 22.6666666666667,140 23.3333333333333,141 23.3333333333333,141 22.6666666666667,140 22.6666666666667));3440
POLYGON ((141 22.6666666666667,141 23.3333333333333,142 23.3333333333333,142 22.6666666666667,141 22.6666666666667));3441
POLYGON ((142 22.6666666666667,142 23.3333333333333,143 23.3333333333333,143 22.6666666666667,142 22.6666666666667));3442
POLYGON ((143 22.6666666666667,143 23.3333333333333,144 23.3333333333333,144 22.6666666666667,143 22.6666666666667));3443
POLYGON ((144 22.6666666666667,144 23.3333333333333,145 23.3333333333333,145 22.6666666666667,144 22.6666666666667));3444
POLYGON ((145 22.6666666666667,145 23.3333333333333,146 23.3333333333333,146 22.6666666666667,145 22.6666666666667));3445
POLYGON ((146 22.6666666666667,146 23.3333333333333,147 23.3333333333333,147 22.6666666666667,146 22.6666666666667));3446
POLYGON ((147 22.6666666666667,147 23.3333333333333,148 23.3333333333333,148 22.6666666666667,147 22.6666666666667));3447
POLYGON ((148 22.6666666666667,148 23.3333333333333,149 23.3333333333333,149 22.6666666666667,148 22.6666666666667));3448
POLYGON ((149 22.6666666666667,149 23.3333333333333,150 23.3333333333333,150 22.6666666666667,149 22.6666666666667));3449
POLYGON ((150 22.6666666666667,150 23.3333333333333,151 23.3333333333333,151 22.6666666666667,150 22.6666666666667));3450
POLYGON ((151 22.6666666666667,151 23.3333333333333,152 23.3333333333333,152 22.6666666666667,151 22.6666666666667));3451
POLYGON ((152 22.6666666666667,152 23.3333333333333,153 23.3333333333333,153 22.6666666666667,152 22.6666666666667));3452
POLYGON ((153 22.6666666666667,153 23.3333333333333,154 23.3333333333333,154 22.6666666666667,153 22.6666666666667));3453
POLYGON ((154 22.6666666666667,154 23.3333333333333,,,154 22.6666666666667));3454
POLYGON ((122 22,122 22.6666666666667,123 22.6666666666667,123 22,122 22));3322
POLYGON ((123 22,123 22.6666666666667,124 22.6666666666667,124 22,123 22));3323
POLYGON ((124 22,124 22.6666666666667,125 22.6666666666667,125 22,124 22));3324
POLYGON ((125 22,125 22.6666666666667,126 22.6666666666667,126 22,125 22));3325
POLYGON ((126 22,126 22.6666666666667,127 22.6666666666667,127 22,126 22));3326
POLYGON ((127 22,127 22.6666666666667,128 22.6666666666667,128 22,127 22));3327
POLYGON ((128 22,128 22.6666666666667,129 22.6666666666667,129 22,128 22));3328
POLYGON ((129 22,129 22.6666666666667,130 22.6666666666667,130 22,129 22));3329
POLYGON ((130 22,130 22.6666666666667,131 22.6666666666667,131 22,130 22));3330
POLYGON ((131 22,131 22.6666666666667,132 22.6666666666667,132 22,131 22));3331
POLYGON ((132 22,132 22.6666666666667,133 22.6666666666667,133 22,132 22));3332
POLYGON ((133 22,133 22.6666666666667,134 22.6666666666667,134 22,133 22));3333
POLYGON ((134 22,134 22.6666666666667,135 22.6666666666667,135 22,134 22));3334
POLYGON ((135 22,135 22.6666666666667,136 22.6666666666667,136 22,135 22));3335
POLYGON ((136 22,136 22.6666666666667,137 22.6666666666667,137 22,136 22));3336
POLYGON ((137 22,137 22.6666666666667,138 22.6666666666667,138 22,137 22));3337
POLYGON ((138 22,138 22.6666666666667,139 22.6666666666667,139 22,138 22));3338
POLYGON ((139 22,139 22.6666666666667,140 22.6666666666667,140 22,139 22));3339
POLYGON ((140 22,140 22.6666666666667,141 22.6666666666667,141 22,140 22));3340
POLYGON ((141 22,141 22.6666666666667,142 22.6666666666667,142 22,141 22));3341
POLYGON ((142 22,142 22.6666666666667,143 22.6666666666667,143 22,142 22));3342
POLYGON ((143 22,143 22.6666666666667,144 22.6666666666667,144 22,143 22));3343
POLYGON ((144 22,144 22.6666666666667,145 22.6666666666667,145 22,144 22));3344
POLYGON ((145 22,145 22.6666666666667,146 22.6666666666667,146 22,145 22));3345
POLYGON ((146 22,146 22.6666666666667,147 22.6666666666667,147 22,146 22));3346
POLYGON ((147 22,147 22.6666666666667,148 22.6666666666667,148 22,147 22));3347
POLYGON ((148 22,148 22.6666666666667,149 22.6666666666667,149 22,148 22));3348
POLYGON ((149 22,149 22.6666666666667,150 22.6666666666667,150 22,149 22));3349
POLYGON ((150 22,150 22.6666666666667,151 22.6666666666667,151 22,150 22));3350
POLYGON ((151 22,151 22.6666666666667,152 22.6666666666667,152 22,151 22));3351
POLYGON ((152 22,152 22.6666666666667,153 22.6666666666667,153 22,152 22));3352
POLYGON ((153 22,153 22.6666666666667,154 22.6666666666667,154 22,153 22));3353
POLYGON ((154 22,154 22.6666666666667,,,154 22));3354
POLYGON ((122 21.3333333333333,122 22,123 22,123 21.3333333333333,122 21.3333333333333));3222
POLYGON ((123 21.3333333333333,123 22,124 22,124 21.3333333333333,123 21.3333333333333));3223
POLYGON ((124 21.3333333333333,124 22,125 22,125 21.3333333333333,124 21.3333333333333));3224
POLYGON ((125 21.3333333333333,125 22,126 22,126 21.3333333333333,125 21.3333333333333));3225
POLYGON ((126 21.3333333333333,126 22,127 22,127 21.3333333333333,126 21.3333333333333));3226
POLYGON ((127 21.3333333333333,127 22,128 22,128 21.3333333333333,127 21.3333333333333));3227
POLYGON ((128 21.3333333333333,128 22,129 22,129 21.3333333333333,128 21.3333333333333));3228
POLYGON ((129 21.3333333333333,129 22,130 22,130 21.3333333333333,129 21.3333333333333));3229
POLYGON ((130 21.3333333333333,130 22,131 22,131 21.3333333333333,130 21.3333333333333));3230
POLYGON ((131 21.3333333333333,131 22,132 22,132 21.3333333333333,131 21.3333333333333));3231
POLYGON ((132 21.3333333333333,132 22,133 22,133 21.3333333333333,132 21.3333333333333));3232
POLYGON ((133 21.3333333333333,133 22,134 22,134 21.3333333333333,133 21.3333333333333));3233
POLYGON ((134 21.3333333333333,134 22,135 22,135 21.3333333333333,134 21.3333333333333));3234
POLYGON ((135 21.3333333333333,135 22,136 22,136 21.3333333333333,135 21.3333333333333));3235
POLYGON ((136 21.3333333333333,136 22,137 22,137 21.3333333333333,136 21.3333333333333));3236
POLYGON ((137 21.3333333333333,137 22,138 22,138 21.3333333333333,137 21.3333333333333));3237
POLYGON ((138 21.3333333333333,138 22,139 22,139 21.3333333333333,138 21.3333333333333));3238
POLYGON ((139 21.3333333333333,139 22,140 22,140 21.3333333333333,139 21.3333333333333));3239
POLYGON ((140 21.3333333333333,140 22,141 22,141 21.3333333333333,140 21.3333333333333));3240
POLYGON ((141 21.3333333333333,141 22,142 22,142 21.3333333333333,141 21.3333333333333));3241
POLYGON ((142 21.3333333333333,142 22,143 22,143 21.3333333333333,142 21.3333333333333));3242
POLYGON ((143 21.3333333333333,143 22,144 22,144 21.3333333333333,143 21.3333333333333));3243
POLYGON ((144 21.3333333333333,144 22,145 22,145 21.3333333333333,144 21.3333333333333));3244
POLYGON ((145 21.3333333333333,145 22,146 22,146 21.3333333333333,145 21.3333333333333));3245
POLYGON ((146 21.3333333333333,146 22,147 22,147 21.3333333333333,146 21.3333333333333));3246
POLYGON ((147 21.3333333333333,147 22,148 22,148 21.3333333333333,147 21.3333333333333));3247
POLYGON ((148 21.3333333333333,148 22,149 22,149 21.3333333333333,148 21.3333333333333));3248
POLYGON ((149 21.3333333333333,149 22,150 22,150 21.3333333333333,149 21.3333333333333));3249
POLYGON ((150 21.3333333333333,150 22,151 22,151 21.3333333333333,150 21.3333333333333));3250
POLYGON ((151 21.3333333333333,151 22,152 22,152 21.3333333333333,151 21.3333333333333));3251
POLYGON ((152 21.3333333333333,152 22,153 22,153 21.3333333333333,152 21.3333333333333));3252
POLYGON ((153 21.3333333333333,153 22,154 22,154 21.3333333333333,153 21.3333333333333));3253
POLYGON ((154 21.3333333333333,154 22,,,154 21.3333333333333));3254
POLYGON ((122 20.6666666666667,122 21.3333333333333,123 21.3333333333333,123 20.6666666666667,122 20.6666666666667));3122
POLYGON ((123 20.6666666666667,123 21.3333333333333,124 21.3333333333333,124 20.6666666666667,123 20.6666666666667));3123
POLYGON ((124 20.6666666666667,124 21.3333333333333,125 21.3333333333333,125 20.6666666666667,124 20.6666666666667));3124
POLYGON ((125 20.6666666666667,125 21.3333333333333,126 21.3333333333333,126 20.6666666666667,125 20.6666666666667));3125
POLYGON ((126 20.6666666666667,126 21.3333333333333,127 21.3333333333333,127 20.6666666666667,126 20.6666666666667));3126
POLYGON ((127 20.6666666666667,127 21.3333333333333,128 21.3333333333333,128 20.6666666666667,127 20.6666666666667));3127
POLYGON ((128 20.6666666666667,128 21.3333333333333,129 21.3333333333333,129 20.6666666666667,128 20.6666666666667));3128
POLYGON ((129 20.6666666666667,129 21.3333333333333,130 21.3333333333333,130 20.6666666666667,129 20.6666666666667));3129
POLYGON ((130 20.6666666666667,130 21.3333333333333,131 21.3333333333333,131 20.6666666666667,130 20.6666666666667));3130
POLYGON ((131 20.6666666666667,131 21.3333333333333,132 21.3333333333333,132 20.6666666666667,131 20.6666666666667));3131
POLYGON ((132 20.6666666666667,132 21.3333333333333,133 21.3333333333333,133 20.6666666666667,132 20.6666666666667));3132
POLYGON ((133 20.6666666666667,133 21.3333333333333,134 21.3333333333333,134 20.6666666666667,133 20.6666666666667));3133
POLYGON ((134 20.6666666666667,134 21.3333333333333,135 21.3333333333333,135 20.6666666666667,134 20.6666666666667));3134
POLYGON ((135 20.6666666666667,135 21.3333333333333,136 21.3333333333333,136 20.6666666666667,135 20.6666666666667));3135
POLYGON ((136 20.6666666666667,136 21.3333333333333,137 21.3333333333333,137 20.6666666666667,136 20.6666666666667));3136
POLYGON ((137 20.6666666666667,137 21.3333333333333,138 21.3333333333333,138 20.6666666666667,137 20.6666666666667));3137
POLYGON ((138 20.6666666666667,138 21.3333333333333,139 21.3333333333333,139 20.6666666666667,138 20.6666666666667));3138
POLYGON ((139 20.6666666666667,139 21.3333333333333,140 21.3333333333333,140 20.6666666666667,139 20.6666666666667));3139
POLYGON ((140 20.6666666666667,140 21.3333333333333,141 21.3333333333333,141 20.6666666666667,140 20.6666666666667));3140
POLYGON ((141 20.6666666666667,141 21.3333333333333,142 21.3333333333333,142 20.6666666666667,141 20.6666666666667));3141
POLYGON ((142 20.6666666666667,142 21.3333333333333,143 21.3333333333333,143 20.6666666666667,142 20.6666666666667));3142
POLYGON ((143 20.6666666666667,143 21.3333333333333,144 21.3333333333333,144 20.6666666666667,143 20.6666666666667));3143
POLYGON ((144 20.6666666666667,144 21.3333333333333,145 21.3333333333333,145 20.6666666666667,144 20.6666666666667));3144
POLYGON ((145 20.6666666666667,145 21.3333333333333,146 21.3333333333333,146 20.6666666666667,145 20.6666666666667));3145
POLYGON ((146 20.6666666666667,146 21.3333333333333,147 21.3333333333333,147 20.6666666666667,146 20.6666666666667));3146
POLYGON ((147 20.6666666666667,147 21.3333333333333,148 21.3333333333333,148 20.6666666666667,147 20.6666666666667));3147
POLYGON ((148 20.6666666666667,148 21.3333333333333,149 21.3333333333333,149 20.6666666666667,148 20.6666666666667));3148
POLYGON ((149 20.6666666666667,149 21.3333333333333,150 21.3333333333333,150 20.6666666666667,149 20.6666666666667));3149
POLYGON ((150 20.6666666666667,150 21.3333333333333,151 21.3333333333333,151 20.6666666666667,150 20.6666666666667));3150
POLYGON ((151 20.6666666666667,151 21.3333333333333,152 21.3333333333333,152 20.6666666666667,151 20.6666666666667));3151
POLYGON ((152 20.6666666666667,152 21.3333333333333,153 21.3333333333333,153 20.6666666666667,152 20.6666666666667));3152
POLYGON ((153 20.6666666666667,153 21.3333333333333,154 21.3333333333333,154 20.6666666666667,153 20.6666666666667));3153
POLYGON ((154 20.6666666666667,154 21.3333333333333,,,154 20.6666666666667));3154
POLYGON ((122 20,122 20.6666666666667,123 20.6666666666667,123 20,122 20));3022
POLYGON ((123 20,123 20.6666666666667,124 20.6666666666667,124 20,123 20));3023
POLYGON ((124 20,124 20.6666666666667,125 20.6666666666667,125 20,124 20));3024
POLYGON ((125 20,125 20.6666666666667,126 20.6666666666667,126 20,125 20));3025
POLYGON ((126 20,126 20.6666666666667,127 20.6666666666667,127 20,126 20));3026
POLYGON ((127 20,127 20.6666666666667,128 20.6666666666667,128 20,127 20));3027
POLYGON ((128 20,128 20.6666666666667,129 20.6666666666667,129 20,128 20));3028
POLYGON ((129 20,129 20.6666666666667,130 20.6666666666667,130 20,129 20));3029
POLYGON ((130 20,130 20.6666666666667,131 20.6666666666667,131 20,130 20));3030
POLYGON ((131 20,131 20.6666666666667,132 20.6666666666667,132 20,131 20));3031
POLYGON ((132 20,132 20.6666666666667,133 20.6666666666667,133 20,132 20));3032
POLYGON ((133 20,133 20.6666666666667,134 20.6666666666667,134 20,133 20));3033
POLYGON ((134 20,134 20.6666666666667,135 20.6666666666667,135 20,134 20));3034
POLYGON ((135 20,135 20.6666666666667,136 20.6666666666667,136 20,135 20));3035
POLYGON ((136 20,136 20.6666666666667,137 20.6666666666667,137 20,136 20));3036
POLYGON ((137 20,137 20.6666666666667,138 20.6666666666667,138 20,137 20));3037
POLYGON ((138 20,138 20.6666666666667,139 20.6666666666667,139 20,138 20));3038
POLYGON ((139 20,139 20.6666666666667,140 20.6666666666667,140 20,139 20));3039
POLYGON ((140 20,140 20.6666666666667,141 20.6666666666667,141 20,140 20));3040
POLYGON ((141 20,141 20.6666666666667,142 20.6666666666667,142 20,141 20));3041
POLYGON ((142 20,142 20.6666666666667,143 20.6666666666667,143 20,142 20));3042
POLYGON ((143 20,143 20.6666666666667,144 20.6666666666667,144 20,143 20));3043
POLYGON ((144 20,144 20.6666666666667,145 20.6666666666667,145 20,144 20));3044
POLYGON ((145 20,145 20.6666666666667,146 20.6666666666667,146 20,145 20));3045
POLYGON ((146 20,146 20.6666666666667,147 20.6666666666667,147 20,146 20));3046
POLYGON ((147 20,147 20.6666666666667,148 20.6666666666667,148 20,147 20));3047
POLYGON ((148 20,148 20.6666666666667,149 20.6666666666667,149 20,148 20));3048
POLYGON ((149 20,149 20.6666666666667,150 20.6666666666667,150 20,149 20));3049
POLYGON ((150 20,150 20.6666666666667,151 20.6666666666667,151 20,150 20));3050
POLYGON ((151 20,151 20.6666666666667,152 20.6666666666667,152 20,151 20));3051
POLYGON ((152 20,152 20.6666666666667,153 20.6666666666667,153 20,152 20));3052
POLYGON ((153 20,153 20.6666666666667,154 20.6666666666667,154 20,153 20));3053
POLYGON ((154 20,154 20.6666666666667,,,154 20));3054
